"{0., 0.001, 0.50000488882211788508546194642790557441`15.954589770191003}","{0., 0.016609375, 0.49998747044968057691087583542798074342`15.954589770191003}","{0., 0.03221875, 0.4999974287119085860934000954875449636`15.954589770191003}","{0., 0.047828125, 0.50000200722745530881134518648942640921`15.954589770191003}","{0., 0.0634375, 0.49995918122537916274928968198947431379`15.954589770191003}","{0., 0.079046875, 0.49998093228612863429330806726346466761`15.954589770191003}","{0., 0.09465625, 0.49999436980605647387908668903060570555`15.954589770191003}","{0., 0.110265625, 0.49999867751585673804890323176512367993`15.954589770191003}","{0., 0.125875, 0.49995873002345613825433976403159282006`15.954589770191003}","{0., 0.141484375, 0.50109707901043921017397445597201730177`15.954589770191003}","{0., 0.15709375, 0.49998064770918004909078284003538778536`15.954589770191003}","{0., 0.172703125, 0.4999892449125963193679764164286715299`15.954589770191003}","{0., 0.1883125, 0.49999439153977196551820190557573407899`15.954589770191003}","{0., 0.203921875, 0.49999722403996403061492238845158561786`15.954589770191003}","{0., 0.21953125, 0.49999870030249424893014696565302868834`15.954589770191003}","{0., 0.235140625, 0.49995920900830171293295406061077526128`15.954589770191003}","{0., 0.25075, 0.49995769613233211766750454793050440265`15.954589770191003}","{0., 0.266359375, 0.50138523455528781284218198865501171038`15.954589770191003}","{0., 0.28196875, 0.50104944981977044328701239015754153716`15.954589770191003}","{0., 0.297578125, 0.50076935303280119867051091559542069916`15.954589770191003}","{0., 0.3131875, 0.49998194406365844803890614846509440506`15.954589770191003}","{0., 0.328796875, 0.49998677087269638964659818866785884161`15.954589770191003}","{0., 0.34440625, 0.4999905118960800150084098321393657646`15.954589770191003}","{0., 0.360015625, 0.49999331778727058427159124437991371312`15.954589770191003}","{0., 0.375625, 0.49999537020420644704761699753199227363`15.954589770191003}","{0., 0.391234375, 0.49999684086627837819529255258478465058`15.954589770191003}","{0., 0.40684375, 0.49999787570438479217322950279933737938`15.954589770191003}","{0., 0.422453125, 0.49999859151738611695217789590767642471`15.954589770191003}","{0., 0.4380625, 0.49999907825599960290834150901654967132`15.954589770191003}","{0., 0.453671875, 0.49995243467104491428717403432414962808`15.954589770191003}","{0., 0.46928125, 0.49995173275514218840893154969449848414`15.954589770191003}","{0., 0.484890625, 0.49995374219648241699472802751064342222`15.954589770191003}","{0., 0.5005, 0.50154944615268188762891896151090571525`15.954589770191003}","{0., 0.516109375, 0.50131879846212116275840859757055533969`15.954589770191003}","{0., 0.53171875, 0.50110552955153283244001193349307455269`15.954589770191003}","{0., 0.547328125, 0.49997144145705912444787122900627854829`15.954589770191003}","{0., 0.5629375, 0.49997594270156972528267470376308477155`15.954589770191003}","{0., 0.578546875, 0.49998004788552731126197724002311942855`15.954589770191003}","{0., 0.59415625, 0.49998369354440475610785053196576183274`15.954589770191003}","{0., 0.609765625, 0.49998686202767012671841188918948424222`15.954589770191003}","{0., 0.625375, 0.49998956572514517188380760221034590416`15.954589770191003}","{0., 0.640984375, 0.49999183554993367521858931762419674038`15.954589770191003}","{0., 0.65659375, 0.49999371270235182685481510523623157664`15.954589770191003}","{0., 0.672203125, 0.49999524292745615016295413215990963529`15.954589770191003}","{0., 0.6878125, 0.49999647264024535664240082122135530028`15.954589770191003}","{0., 0.703421875, 0.49999744642777335981566675610224814706`15.954589770191003}","{0., 0.71903125, 0.49999820554834039493765451552137732388`15.954589770191003}","{0., 0.734640625, 0.49999878713749973100140525117639422101`15.954589770191003}","{0., 0.75025, 0.49999922390194004292091337367679104434`15.954589770191003}","{0., 0.765859375, 0.49999954413837536411111840497029113433`15.954589770191003}","{0., 0.78146875, 0.49999977195813939647023938401663117405`15.954589770191003}","{0., 0.797078125, 0.49992833506554588107054911292362802642`15.954589770191003}","{0., 0.8126875, 0.49993365411209643392927629812457480987`15.954589770191003}","{0., 0.828296875, 0.49994049632511251524525467831666464711`15.954589770191003}","{0., 0.84390625, 0.49994826363689124193673219641782660834`15.954589770191003}","{0., 0.859515625, 0.49995644732583432414984180188663491005`15.954589770191003}","{0., 0.875125, 0.49996462160173580010100193228709415854`15.954589770191003}","{0., 0.890734375, 0.499972437026358512158790379953460754`15.954589770191003}","{0., 0.90634375, 0.49997961391925160891917534622790576121`15.954589770191003}","{0., 0.921953125, 0.49998593586285169957434772812998676719`15.954589770191003}","{0., 0.9375625, 0.49999124339240952518530561161268192364`15.954589770191003}","{0., 0.953171875, 0.49999542793360799209326641711829037135`15.954589770191003}","{0., 0.96878125, 0.49999842603266020809701020152000905081`15.954589770191003}","{0., 0.984390625, 0.50000021390925295441988086497837555714`15.954589770191003}","{0., 1., 0.50000080235119976892297365930275732249`15.954589770191003}"
"{0.01227184630308513, 0.001, 0.01135509431328041051659404736044950564`15.954589770191003}","{0.01227184630308513, 0.016609375, 0.45088916480496559005577266368323111034`15.954589770191003}","{0.01227184630308513, 0.03221875, 0.48999244501221911838001209287697812583`15.954589770191003}","{0.01227184630308513, 0.047828125, 0.49705879616325412803987513365620365704`15.954589770191003}","{0.01227184630308513, 0.0634375, 0.49814910826580196374984546665666657683`15.954589770191003}","{0.01227184630308513, 0.079046875, 0.49901742989926934570852792111416807379`15.954589770191003}","{0.01227184630308513, 0.09465625, 0.49943378440496887528454654223414837945`15.954589770191003}","{0.01227184630308513, 0.110265625, 0.49965143098845679951799734664816577943`15.954589770191003}","{0.01227184630308513, 0.125875, 0.49981902564961591344554190741379088518`15.954589770191003}","{0.01227184630308513, 0.141484375, 0.50106997660916635943858374700046347657`15.954589770191003}","{0.01227184630308513, 0.15709375, 0.49990056032658049905874166571768186916`15.954589770191003}","{0.01227184630308513, 0.172703125, 0.49992752942390619766961191906736281664`15.954589770191003}","{0.01227184630308513, 0.1883125, 0.49994636118979698997788935691992924015`15.954589770191003}","{0.01227184630308513, 0.203921875, 0.4999594911657885595148135608793673882`15.954589770191003}","{0.01227184630308513, 0.21953125, 0.49996878783871727028783481547858347766`15.954589770191003}","{0.01227184630308513, 0.235140625, 0.49995569507724189924074560493046652301`15.954589770191003}","{0.01227184630308513, 0.25075, 0.49995499191202799672206963398661358317`15.954589770191003}","{0.01227184630308513, 0.266359375, 0.50137747864114634035297473487142845704`15.954589770191003}","{0.01227184630308513, 0.28196875, 0.50104330267933902382987748583242562771`15.954589770191003}","{0.01227184630308513, 0.297578125, 0.50076442454629084864087515445591103361`15.954589770191003}","{0.01227184630308513, 0.3131875, 0.49998086049310188956465394619830081729`15.954589770191003}","{0.01227184630308513, 0.328796875, 0.49998588567984085724323746457489866621`15.954589770191003}","{0.01227184630308513, 0.34440625, 0.49998978259472222796201751294963736625`15.954589770191003}","{0.01227184630308513, 0.360015625, 0.4999927122837628202057155341954223254`15.954589770191003}","{0.01227184630308513, 0.375625, 0.49999486395791504318681556013083750013`15.954589770191003}","{0.01227184630308513, 0.391234375, 0.49999641490164975247629192591641413063`15.954589770191003}","{0.01227184630308513, 0.40684375, 0.49999751519805418800074182789254899687`15.954589770191003}","{0.01227184630308513, 0.422453125, 0.49999828477998494088989149577892941779`15.954589770191003}","{0.01227184630308513, 0.4380625, 0.49999881598898113875214710581938596646`15.954589770191003}","{0.01227184630308513, 0.453671875, 0.49995160075325345466529593806526850856`15.954589770191003}","{0.01227184630308513, 0.46928125, 0.49995101335822963811600849377344368973`15.954589770191003}","{0.01227184630308513, 0.484890625, 0.49995311924663534539933073419392707449`15.954589770191003}","{0.01227184630308513, 0.5005, 0.50154763416182827763521216136495153795`15.954589770191003}","{0.01227184630308513, 0.516109375, 0.50131721752429962143343252557967175467`15.954589770191003}","{0.01227184630308513, 0.53171875, 0.50110414623574003635819047124319925185`15.954589770191003}","{0.01227184630308513, 0.547328125, 0.49997107976663168755283930229554551499`15.954589770191003}","{0.01227184630308513, 0.5629375, 0.49997562482536166913844971483053304915`15.954589770191003}","{0.01227184630308513, 0.578546875, 0.4999797678789753817139093615379552591`15.954589770191003}","{0.01227184630308513, 0.59415625, 0.49998344638261129475797810188370258901`15.954589770191003}","{0.01227184630308513, 0.609765625, 0.49998664344523206274272493618992709807`15.954589770191003}","{0.01227184630308513, 0.625375, 0.49998937208692736747157500093277058397`15.954589770191003}","{0.01227184630308513, 0.640984375, 0.49999166374623975886450064699551927535`15.954589770191003}","{0.01227184630308513, 0.65659375, 0.49999356006344630260343444596099823314`15.954589770191003}","{0.01227184630308513, 0.672203125, 0.49999510715352294823154235223946667564`15.954589770191003}","{0.01227184630308513, 0.6878125, 0.49999635174372651158145227672108106762`15.954589770191003}","{0.01227184630308513, 0.703421875, 0.49999733868568819551696980896632989572`15.954589770191003}","{0.01227184630308513, 0.71903125, 0.49999810946269032978939162913955617526`15.954589770191003}","{0.01227184630308513, 0.734640625, 0.49999870140225404752308043823973019609`15.954589770191003}","{0.01227184630308513, 0.75025, 0.49999914737540227242152224873172707764`15.954589770191003}","{0.01227184630308513, 0.765859375, 0.49999947581996791131993400082876586132`15.954589770191003}","{0.01227184630308513, 0.78146875, 0.499999710968830403043657813191906659`15.954589770191003}","{0.01227184630308513, 0.797078125, 0.49992815121727524608109577379577509363`15.954589770191003}","{0.01227184630308513, 0.8126875, 0.49993349005687434786165331195859781875`15.954589770191003}","{0.01227184630308513, 0.828296875, 0.49994035003242463353509916169571996807`15.954589770191003}","{0.01227184630308513, 0.84390625, 0.49994813330650973752318934486927858063`15.954589770191003}","{0.01227184630308513, 0.859515625, 0.49995633135862614663957557854381558966`15.954589770191003}","{0.01227184630308513, 0.875125, 0.49996451857457589360403092705971192517`15.954589770191003}","{0.01227184630308513, 0.890734375, 0.49997234567051428857762315659577887361`15.954589770191003}","{0.01227184630308513, 0.90634375, 0.49997953310171128028680068460787639721`15.954589770191003}","{0.01227184630308513, 0.921953125, 0.49998586457015566544447219608507729826`15.954589770191003}","{0.01227184630308513, 0.9375625, 0.49999118071661691802381739239432214201`15.954589770191003}","{0.01227184630308513, 0.953171875, 0.49999537306008812679402929215900908677`15.954589770191003}","{0.01227184630308513, 0.96878125, 0.49999837822944865580656551601281789455`15.954589770191003}","{0.01227184630308513, 0.984390625, 0.5000001725177519949758031757400416934`15.954589770191003}","{0.01227184630308513, 1., 0.50000076677803654436332762366228204524`15.954589770191003}"
"{0.02454369260617026, 0.001, 0.00288694250814023764014453473721766537`15.954589770191003}","{0.02454369260617026, 0.016609375, 0.32038195572986294297438481837145185838`15.954589770191003}","{0.02454369260617026, 0.03221875, 0.44545519779575236473416038777807779736`15.954589770191003}","{0.02454369260617026, 0.047828125, 0.4782190098413147678882021576741591391`15.954589770191003}","{0.02454369260617026, 0.0634375, 0.4896036131020395950137579557475759032`15.954589770191003}","{0.02454369260617026, 0.079046875, 0.49465877031306771099553786084450748618`15.954589770191003}","{0.02454369260617026, 0.09465625, 0.49679134505462823226764326874553122581`15.954589770191003}","{0.02454369260617026, 0.110265625, 0.49793467418373902842252608270443118961`15.954589770191003}","{0.02454369260617026, 0.125875, 0.49812149584726610788116524115370875019`15.954589770191003}","{0.02454369260617026, 0.141484375, 0.50055641970490865789979657603533420229`15.954589770191003}","{0.02454369260617026, 0.15709375, 0.49901082358366486512697224830979890778`15.954589770191003}","{0.02454369260617026, 0.172703125, 0.49925930554434611801801188014931330498`15.954589770191003}","{0.02454369260617026, 0.1883125, 0.49943511809265078921262761598538650264`15.954589770191003}","{0.02454369260617026, 0.203921875, 0.4995621501552292990921194492787859294`15.954589770191003}","{0.02454369260617026, 0.21953125, 0.49965573245824797848415099641039649544`15.954589770191003}","{0.02454369260617026, 0.235140625, 0.4998000279608030255126505015843173846`15.954589770191003}","{0.02454369260617026, 0.25075, 0.49982107184440124266363745264612003106`15.954589770191003}","{0.02454369260617026, 0.266359375, 0.50135213008199196482552943835848362956`15.954589770191003}","{0.02454369260617026, 0.28196875, 0.50102318676781081412347888515555333244`15.954589770191003}","{0.02454369260617026, 0.297578125, 0.50074827933533702300982038841693928344`15.954589770191003}","{0.02454369260617026, 0.3131875, 0.49990494067019414742155733931355723971`15.954589770191003}","{0.02454369260617026, 0.328796875, 0.49991961452186726687358026415650182046`15.954589770191003}","{0.02454369260617026, 0.34440625, 0.49993181922093656393491009658633663549`15.954589770191003}","{0.02454369260617026, 0.360015625, 0.49994191859070500738105010047779361148`15.954589770191003}","{0.02454369260617026, 0.375625, 0.4999502705850327245467323263825943071`15.954589770191003}","{0.02454369260617026, 0.391234375, 0.49995719406388184307731572522668678044`15.954589770191003}","{0.02454369260617026, 0.40684375, 0.49996295852081397378850188187213404981`15.954589770191003}","{0.02454369260617026, 0.422453125, 0.49996778495544187897993130637853751007`15.954589770191003}","{0.02454369260617026, 0.4380625, 0.49997185145756186547639321456798418051`15.954589770191003}","{0.02454369260617026, 0.453671875, 0.49994885418999244334381935702580984759`15.954589770191003}","{0.02454369260617026, 0.46928125, 0.49994864334266351507585457875450885251`15.954589770191003}","{0.02454369260617026, 0.484890625, 0.49995106647307098725460718879504645518`15.954589770191003}","{0.02454369260617026, 0.5005, 0.50154091004140187588868989779048355276`15.954589770191003}","{0.02454369260617026, 0.516109375, 0.50131134973197857948104289972573927031`15.954589770191003}","{0.02454369260617026, 0.53171875, 0.5010990110648317885469743758905617361`15.954589770191003}","{0.02454369260617026, 0.547328125, 0.49996988698464290429201344763284996927`15.954589770191003}","{0.02454369260617026, 0.5629375, 0.49997457637132078654609192632079339948`15.954589770191003}","{0.02454369260617026, 0.578546875, 0.499978844198802299065738523523309027`15.954589770191003}","{0.02454369260617026, 0.59415625, 0.49998263094242856666381192364186303686`15.954589770191003}","{0.02454369260617026, 0.609765625, 0.49998592220631733605538717633855864828`15.954589770191003}","{0.02454369260617026, 0.625375, 0.49998873308190142779934408715554766551`15.954589770191003}","{0.02454369260617026, 0.640984375, 0.49999109673511752153333203321026929716`15.954589770191003}","{0.02454369260617026, 0.65659375, 0.49999305625306599838151273417850032208`15.954589770191003}","{0.02454369260617026, 0.672203125, 0.49999465896755642275593502975290958684`15.954589770191003}","{0.02454369260617026, 0.6878125, 0.49999595263327508674222997005142996742`15.954589770191003}","{0.02454369260617026, 0.703421875, 0.49999698297261097186692973658129865049`15.954589770191003}","{0.02454369260617026, 0.71903125, 0.49999779220946055962029730479549858366`15.954589770191003}","{0.02454369260617026, 0.734640625, 0.49999841830341566387201220137301897906`15.954589770191003}","{0.02454369260617026, 0.75025, 0.49999889466669257642081687829974092857`15.954589770191003}","{0.02454369260617026, 0.765859375, 0.49999925020195058232354753349079492927`15.954589770191003}","{0.02454369260617026, 0.78146875, 0.4999995095424954377113310277579052953`15.954589770191003}","{0.02454369260617026, 0.797078125, 0.49992746766063659641455608838972768942`15.954589770191003}","{0.02454369260617026, 0.8126875, 0.49993288006036697776231727892179204491`15.954589770191003}","{0.02454369260617026, 0.828296875, 0.4999398060544576612218158992653790418`15.954589770191003}","{0.02454369260617026, 0.84390625, 0.49994764866016905163460471031098504199`15.954589770191003}","{0.02454369260617026, 0.859515625, 0.49995590010342402898802680387442161836`15.954589770191003}","{0.02454369260617026, 0.875125, 0.49996413542340958780780770059344475578`15.954589770191003}","{0.02454369260617026, 0.890734375, 0.49997200590948695793633404969700327629`15.954589770191003}","{0.02454369260617026, 0.90634375, 0.49997923252086260545566692085953910373`15.954589770191003}","{0.02454369260617026, 0.921953125, 0.49998559940347185098281583542674004725`15.954589770191003}","{0.02454369260617026, 0.9375625, 0.49999094758995493265243855586295593678`15.954589770191003}","{0.02454369260617026, 0.953171875, 0.49999516894586754324597275407829998509`15.954589770191003}","{0.02454369260617026, 0.96878125, 0.49999820040714525099161234940236011568`15.954589770191003}","{0.02454369260617026, 0.984390625, 0.50000001853937729173175992483468640963`15.954589770191003}","{0.02454369260617026, 1., 0.50000063443791233905905460636225444449`15.954589770191003}"
"{0.03681553890925539, 0.001, 0.00128806467815878209951010120692457937`15.954589770191003}","{0.03681553890925539, 0.016609375, 0.21312090740382342814468495150367919468`15.954589770191003}","{0.03681553890925539, 0.03221875, 0.37982686224146432640642472446125410064`15.954589770191003}","{0.03681553890925539, 0.047828125, 0.44597678051059020631484812776985080296`15.954589770191003}","{0.03681553890925539, 0.0634375, 0.47309458898794716419337624393925213776`15.954589770191003}","{0.03681553890925539, 0.079046875, 0.48400944022168888445880565025556852574`15.954589770191003}","{0.03681553890925539, 0.09465625, 0.49183999921080308798074069973376218382`15.954589770191003}","{0.03681553890925539, 0.110265625, 0.49465891559937269962340976423452450051`15.954589770191003}","{0.03681553890925539, 0.125875, 0.49631153261401141963634249761535824661`15.954589770191003}","{0.03681553890925539, 0.141484375, 0.4977817165809655587660431487117792967`15.954589770191003}","{0.03681553890925539, 0.15709375, 0.49717998979018549440531410653758031063`15.954589770191003}","{0.03681553890925539, 0.172703125, 0.49786450752179793595777578022109472965`15.954589770191003}","{0.03681553890925539, 0.1883125, 0.49835042388266060545536134178869827059`15.954589770191003}","{0.03681553890925539, 0.203921875, 0.49870351350892991105112523589881656337`15.954589770191003}","{0.03681553890925539, 0.21953125, 0.49896545813498681771687975544416216196`15.954589770191003}","{0.03681553890925539, 0.235140625, 0.49912192746685385441981702851800659029`15.954589770191003}","{0.03681553890925539, 0.25075, 0.49925542736104977346385601502215223776`15.954589770191003}","{0.03681553890925539, 0.266359375, 0.50119313838389198100123462510148670571`15.954589770191003}","{0.03681553890925539, 0.28196875, 0.50089183137224323773007170671041189008`15.954589770191003}","{0.03681553890925539, 0.297578125, 0.50063809530346579871804763848212069829`15.954589770191003}","{0.03681553890925539, 0.3131875, 0.49961054792467901051096057661565984975`15.954589770191003}","{0.03681553890925539, 0.328796875, 0.49966620663594914757876010824070211549`15.954589770191003}","{0.03681553890925539, 0.34440625, 0.49971278494915069702873702695121937337`15.954589770191003}","{0.03681553890925539, 0.360015625, 0.49975188410291743417596537103003551123`15.954589770191003}","{0.03681553890925539, 0.375625, 0.49978483064340090161360691917891763285`15.954589770191003}","{0.03681553890925539, 0.391234375, 0.49981271101777014151074452579785402013`15.954589770191003}","{0.03681553890925539, 0.40684375, 0.49983640940441518302711083778138103934`15.954589770191003}","{0.03681553890925539, 0.422453125, 0.49985664344766873800997296325221959901`15.954589770191003}","{0.03681553890925539, 0.4380625, 0.49987399560047870811238883039270197404`15.954589770191003}","{0.03681553890925539, 0.453671875, 0.49991726396342174840751235114973435421`15.954589770191003}","{0.03681553890925539, 0.46928125, 0.49991999313496673759114137204282122788`15.954589770191003}","{0.03681553890925539, 0.484890625, 0.49992502478701303027245737984819916878`15.954589770191003}","{0.03681553890925539, 0.5005, 0.50152933286869640011078222861705509428`15.954589770191003}","{0.03681553890925539, 0.516109375, 0.5013012429122373559195664161297464271`15.954589770191003}","{0.03681553890925539, 0.53171875, 0.50109016290853614145577858425180301138`15.954589770191003}","{0.03681553890925539, 0.547328125, 0.49995183494351929902864958127222330241`15.954589770191003}","{0.03681553890925539, 0.5629375, 0.49995806231818460919210973067808800962`15.954589770191003}","{0.03681553890925539, 0.578546875, 0.49996372753356646693280944152221299541`15.954589770191003}","{0.03681553890925539, 0.59415625, 0.49996878676227184107403799369056187375`15.954589770191003}","{0.03681553890925539, 0.609765625, 0.49997323900618931185992990548242092782`15.954589770191003}","{0.03681553890925539, 0.625375, 0.49997711089111533906081163777892934053`15.954589770191003}","{0.03681553890925539, 0.640984375, 0.49998044559168819120658225071214010489`15.954589770191003}","{0.03681553890925539, 0.65659375, 0.499983294941838884328242613856596022`15.954589770191003}","{0.03681553890925539, 0.672203125, 0.49998571396618292524292824078183077411`15.954589770191003}","{0.03681553890925539, 0.6878125, 0.49998775722344980467772886737321880507`15.954589770191003}","{0.03681553890925539, 0.703421875, 0.49998947648394672482571679570137434537`15.954589770191003}","{0.03681553890925539, 0.71903125, 0.49999091937083485133054115464075192822`15.954589770191003}","{0.03681553890925539, 0.734640625, 0.49999212868223517993685682166775950643`15.954589770191003}","{0.03681553890925539, 0.75025, 0.49999314218076643967747215288002218886`15.954589770191003}","{0.03681553890925539, 0.765859375, 0.49999399269188959279936509341323137442`15.954589770191003}","{0.03681553890925539, 0.78146875, 0.49999470839502039257489369528309169995`15.954589770191003}","{0.03681553890925539, 0.797078125, 0.49992628587976083845773543437414803966`15.954589770191003}","{0.03681553890925539, 0.8126875, 0.49993182533875808851344888368332949782`15.954589770191003}","{0.03681553890925539, 0.828296875, 0.49993886538326276649395224308014073912`15.954589770191003}","{0.03681553890925539, 0.84390625, 0.49994681050244182018276771353555876777`15.954589770191003}","{0.03681553890925539, 0.859515625, 0.49995515420803733949886021660870951815`15.954589770191003}","{0.03681553890925539, 0.875125, 0.49996347266506035612881677843175769503`15.954589770191003}","{0.03681553890925539, 0.890734375, 0.49997141815077627447736576670267649136`15.954589770191003}","{0.03681553890925539, 0.90634375, 0.4999787124931068658562939962702750719`15.954589770191003}","{0.03681553890925539, 0.921953125, 0.49998514060345164046648153784795188165`15.954589770191003}","{0.03681553890925539, 0.9375625, 0.49999054419026155528517698786229457463`15.954589770191003}","{0.03681553890925539, 0.953171875, 0.49999481571688091414048798967690654823`15.954589770191003}","{0.03681553890925539, 0.96878125, 0.49999789264898624927787012259590839071`15.954589770191003}","{0.03681553890925539, 0.984390625, 0.49999975202243451781544486625269380822`15.954589770191003}","{0.03681553890925539, 1., 0.50000040535075708927049862119476746463`15.954589770191003}"
"{0.04908738521234052, 0.001, 0.00072371304082655390905192852592691023`15.954589770191003}","{0.04908738521234052, 0.016609375, 0.14519148438994703907064130859958278036`15.954589770191003}","{0.04908738521234052, 0.03221875, 0.3123728388378308715219472219337015565`15.954589770191003}","{0.04908738521234052, 0.047828125, 0.4106848101517954012075212654717413974`15.954589770191003}","{0.04908738521234052, 0.0634375, 0.44532817143315663160646149923786002894`15.954589770191003}","{0.04908738521234052, 0.079046875, 0.46731002606988829313663976121369328855`15.954589770191003}","{0.04908738521234052, 0.09465625, 0.48128509323601757825483590743527597365`15.954589770191003}","{0.04908738521234052, 0.110265625, 0.48751602163831495750937718428539172536`15.954589770191003}","{0.04908738521234052, 0.125875, 0.48946590289341927008813446409835112841`15.954589770191003}","{0.04908738521234052, 0.141484375, 0.49452743143158718941000828740047953373`15.954589770191003}","{0.04908738521234052, 0.15709375, 0.49461834364200940736706030503631280854`15.954589770191003}","{0.04908738521234052, 0.172703125, 0.49588545874130619575095214716075112038`15.954589770191003}","{0.04908738521234052, 0.1883125, 0.49679249463246276307388973593347546792`15.954589770191003}","{0.04908738521234052, 0.203921875, 0.49745655172659242699961395579076840405`15.954589770191003}","{0.04908738521234052, 0.21953125, 0.49795258803405467206290772532796249073`15.954589770191003}","{0.04908738521234052, 0.235140625, 0.49832988358348000549255262911059946267`15.954589770191003}","{0.04908738521234052, 0.25075, 0.49814979539862331103721507285359759698`15.954589770191003}","{0.04908738521234052, 0.266359375, 0.50077734245410945512607551177135499371`15.954589770191003}","{0.04908738521234052, 0.28196875, 0.50053517939265274401998494631010401138`15.954589770191003}","{0.04908738521234052, 0.297578125, 0.50032743992783034865940914226334463787`15.954589770191003}","{0.04908738521234052, 0.3131875, 0.49904541953556692878407362661018695426`15.954589770191003}","{0.04908738521234052, 0.328796875, 0.49918075258581028267063523690641758327`15.954589770191003}","{0.04908738521234052, 0.34440625, 0.49929369632296842718851780806318443805`15.954589770191003}","{0.04908738521234052, 0.360015625, 0.49938846444154311995660684359614397606`15.954589770191003}","{0.04908738521234052, 0.375625, 0.49946840272450665751476643404629944604`15.954589770191003}","{0.04908738521234052, 0.391234375, 0.4995361771760619438841043904056563797`15.954589770191003}","{0.04908738521234052, 0.40684375, 0.49959392077765512958735376524608600845`15.954589770191003}","{0.04908738521234052, 0.422453125, 0.49964334784113059050817245713014710289`15.954589770191003}","{0.04908738521234052, 0.4380625, 0.49968584299834301961958077055722042877`15.954589770191003}","{0.04908738521234052, 0.453671875, 0.49979892127351052075478852735660509724`15.954589770191003}","{0.04908738521234052, 0.46928125, 0.49981079137276665141404551610426527119`15.954589770191003}","{0.04908738521234052, 0.484890625, 0.49982419410530247689183923301497304878`15.954589770191003}","{0.04908738521234052, 0.5005, 0.50151300367420739720761799279595270156`15.954589770191003}","{0.04908738521234052, 0.516109375, 0.50128697892838272076670119809275138134`15.954589770191003}","{0.04908738521234052, 0.53171875, 0.5010776683520760990582934263448809317`15.954589770191003}","{0.04908738521234052, 0.547328125, 0.49987837210459719026951061034281147858`15.954589770191003}","{0.04908738521234052, 0.5629375, 0.49989019598221120182323905240655968893`15.954589770191003}","{0.04908738521234052, 0.578546875, 0.49990104449385801614483179309578545395`15.954589770191003}","{0.04908738521234052, 0.59415625, 0.49991090701175616939142554147447806111`15.954589770191003}","{0.04908738521234052, 0.609765625, 0.49991981215081838002170159494234726585`15.954589770191003}","{0.04908738521234052, 0.625375, 0.49992781321670475024075852201085120455`15.954589770191003}","{0.04908738521234052, 0.640984375, 0.49993497761480354409194407788996117482`15.954589770191003}","{0.04908738521234052, 0.65659375, 0.49994137932356663692309221450834171764`15.954589770191003}","{0.04908738521234052, 0.672203125, 0.49994709370206494059233769367637043807`15.954589770191003}","{0.04908738521234052, 0.6878125, 0.49995219404743397007938796488294387268`15.954589770191003}","{0.04908738521234052, 0.703421875, 0.4999567494417076683525599907147249618`15.954589770191003}","{0.04908738521234052, 0.71903125, 0.49996082353025867513931005071251215884`15.954589770191003}","{0.04908738521234052, 0.734640625, 0.49996447395768002911988016143511000265`15.954589770191003}","{0.04908738521234052, 0.75025, 0.499967752253945313503908234076469657`15.954589770191003}","{0.04908738521234052, 0.765859375, 0.4999707040166159989619690181175999202`15.954589770191003}","{0.04908738521234052, 0.78146875, 0.49997336927614748765112790097543417385`15.954589770191003}","{0.04908738521234052, 0.797078125, 0.4999246084360174391636902125931723596`15.954589770191003}","{0.04908738521234052, 0.8126875, 0.49993032799148456381948177551605261603`15.954589770191003}","{0.04908738521234052, 0.828296875, 0.49993752973175720180691042444420141661`15.954589770191003}","{0.04908738521234052, 0.84390625, 0.49994562022283869525600525697217227086`15.954589770191003}","{0.04908738521234052, 0.859515625, 0.49995409479147675883337149259970392376`15.954589770191003}","{0.04908738521234052, 0.875125, 0.49996253119245567285625658555580868629`15.954589770191003}","{0.04908738521234052, 0.890734375, 0.49997058309856500235015601680536764619`15.954589770191003}","{0.04908738521234052, 0.90634375, 0.49997797356530641337456709186342565784`15.954589770191003}","{0.04908738521234052, 0.921953125, 0.49998448858610960440808505412390870531`15.954589770191003}","{0.04908738521234052, 0.9375625, 0.49998997082502246998241159168142975181`15.954589770191003}","{0.04908738521234052, 0.953171875, 0.49999431359091328962232719952429670313`15.954589770191003}","{0.04908738521234052, 0.96878125, 0.49999745509894600650660472475017269392`15.954589770191003}","{0.04908738521234052, 0.984390625, 0.49999937305050006092826453066036033649`15.954589770191003}","{0.04908738521234052, 1., 0.50000007955107047767174806092366528626`15.954589770191003}"
